point_number,x,y,z
1,0.46201451773362895,-0.10222608367581823,0.15304855705929762
2,0.440061010495443,-0.08637194728602623,0.19245318159649782
3,0.565223269460515,-0.12459309762925298,0.15322802541552666
4,0.5785788875159743,-0.12013567605386505,0.19449883147676558
