point_number,x,y,z
1,0.45485946942778754,-0.1040461214042354,0.1528245893923689
2,0.4463589168033422,-0.07352420837753507,0.19246911861946955
3,0.4991694566530013,-0.08390355831966681,0.15247613714978436
4,0.5751390396057597,-0.12442438977216749,0.19588542886258717

