point_number,x,y,z
1,0.4606906028399875,-0.09797354062999354,0.15282662918259682
2,0.42734539550170686,-0.06037597667154986,0.19243750962091247
3,0.5624968011776807,-0.13116853322001032,0.1530191593120204
4,0.5725363191166006,-0.1353362564752557,0.19421811083417553
