Measured Point,Measurement Number,Optimized_s,Force_Amplitude,Collided_Link_Index,Link_Length_m
1,1,0.389,61.835,2,0.484
1,2,0.488,34.534,3,0.607
1,3,0.500,41.789,3,0.623
1,4,0.389,60.492,2,0.484
1,5,0.627,9.507,4,0.782
1,6,0.463,21.394,3,0.577
1,7,0.606,15.253,4,0.754
1,8,0.525,12.454,3,0.654
1,9,0.426,31.485,2,0.531
1,10,0.500,25.322,3,0.623
1,11,0.352,63.681,2,0.438
1,12,0.537,13.761,3,0.669
1,13,0.426,33.199,2,0.531
1,14,0.537,21.527,3,0.669
1,15,0.389,32.496,2,0.484
