point_number,x,y,z
1,0.4576062351220572,0.0643244193334539,0.15321247986290185
2,0.4401289665228293,0.056232707995388376,0.1934294446787032
3,0.5700497740939972,0.09750936771088962,0.15268476535625683
4,0.581407766735448,0.06809270861567329,0.1936832779571934
