point_number,x,y,z
1,0.49359965162789593,0.08378899751892888,0.15319622727805615
2,0.4272071486473534,0.04981914374855928,0.19266948658131217
3,0.5662682604310636,0.07023378551011601,0.15335006604702942
4,0.5806535168754442,0.15192980656730104,0.19524044719642913
