point_number,x,y,z
1,0.47068697260470654,-0.006211500977256368,0.15235994357318083
2,0.45918676510460965,0.005942971589203622,0.19201236492368282
3,0.5409269867434515,-0.030804949235425025,0.15276653914178234
4,0.4280012446434561,0.022291694248608246,0.1926090485892704
