point_number,x,y,z
1,0.48511127539980303,-0.0015691466057184689,0.15298577339444366
2,0.45177283356140524,-0.010649536753943797,0.1925904710210949
3,0.4231654697550682,0.010286126923465908,0.15280082896339514
4,0.5865814201802912,-0.02596643500989468,0.1938309291483147
